,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
232,maynard19961,"Closet share and Crosspost Manual Listing of lowest rate well service VA. Fiverr, Upwork marketplace any e-commerce and WordPress Expert
https://t.co/9onqxO3UIF",Bangladesh,3855,837,78250,1,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour: https://t.co/Jt78Qen6B6 https://t.co/XQ8u7ImF2j,"['poshmark', 'fashion', 'style', 'shopmycloset']"
233,dbales83,"I am a husband, father, entrepreneur.",United States,128,48,3719,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @JohnZim02630670 #poshmark #fashion #style #shopmycloset #underarmour #wantdo: https://t.co/IAEikFYqmW https://t.co/8ZXXx9bGUO,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'wantdo']"
234,luv2timmyz,,,26,11,2705,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #dvbydolcevita #fulltilt: https://t.co/lnryb7cKZZ https://t.co/rVeW3ojzKZ,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'dvbydolcevita', 'fulltilt']"
235,JoetteSanchelli,,,139,46,836,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #gap #underarmour #abstudio: https://t.co/GLL5YCOLcH https://t.co/B5PLhR7Bsh,"['poshmark', 'fashion', 'style', 'shopmycloset', 'gap', 'underarmour', 'abstudio']"
236,Gale79776286,,,64,64,5222,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @NancyEnterline #poshmark #fashion #style #shopmycloset #pacsun #sunandstone #underarmour: https://t.co/MmrhQiCbRz https://t.co/FFwueDHLKH,"['poshmark', 'fashion', 'style', 'shopmycloset', 'pacsun', 'sunandstone', 'underarmour']"
237,PeachAndMelon1,,,36,11,274,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #qupid #livealittle #underarmour: https://t.co/WcnRlSgMQC https://t.co/g1TJTcpPgT,"['poshmark', 'fashion', 'style', 'shopmycloset', 'qupid', 'livealittle', 'underarmour']"
238,secondcycle,"🇨🇦: Toronto Based Thrift Shop + #poshreseller #etsyseller


➡ SECONDCYCLE & use code at sign up for C$15


📸 Instagram: SECONDCYCLETHREADS","Toronto, Ontario",108,138,1478,1,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour: https://t.co/Jt78Qen6B6 https://t.co/XQ8u7ImF2j,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour']"
239,Erraticinkart,Illustrator | Logo Creator | Graphic/Web Designer | Creative Director | Business Owner | Stylist | @acidcupcakess,IG: errticinkart,262,454,11916,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #aloyoga #summersalt: https://t.co/hjV7dvCLi0 https://t.co/fneYEo6M29,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'aloyoga', 'summersalt']"
240,youngcrook88,Reseller Shoes & Apparel Now on All Marketplace platforms Check website for Custom T-Shirts Facebook Marketplace Fast Shipping👈 https://t.co/ecLdXeTVWv,"Phoenix, AZ",1437,415,2015,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #dickies #adidas #underarmour: https://t.co/qPMmgLtLQ3 https://t.co/RAdHoYUTCh,"['poshmark', 'fashion', 'style', 'shopmycloset', 'dickies', 'adidas', 'underarmour']"
241,MonsterPuppa,"🇺🇸 Re-Seller on eBay, Poshmark, & Mercari. 🐘🏈🐘 Alabama Crimson Tide fanatic!  Texas ranch wife & mother to Burrcups. 🐶 🇺🇸 PROUD MAGA PATRIOT! 🇺🇸","Texas, USA",931,429,73001,0,Check out Look at this on eBay https://t.co/Z8DmN6xUPo @eBay #UnderArmour #Performance #BaylorUniversity #Bermuda #Shorts #Mens #size38 #Black #BaylorBears,"['UnderArmour', 'Performance', 'BaylorUniversity', 'Bermuda', 'Shorts', 'Mens', 'size38', 'Black', 'BaylorBears']"
242,iamraena,"Music and chasing stars. Basketball, snowboarding, tennis and Dragon slayer!! SAY WHAT!! #qu33nhypebae",mars,943,223,32412,0,Check out Under Armour UA Basketball Quarter Tab Socks White Size Large 8-12  1 Pair  NEW https://t.co/APQzrQXXYQ #eBay via @eBay #socks #underarmour #basketball #curry #shipstoday,"['eBay', 'socks', 'underarmour', 'basketball', 'curry', 'shipstoday']"
243,Kimberly3661,"Loves dogs and cats.
Loves nature
Publisher for Branded product for Affilate Marketing","Bandar Kuala Lumpur, Wilayah P",717,142,632,0,"🔥🔥Last Chance!
🔥🔥Under Armour End OF Season Sales
⚡️Up to 50% Off | Buy 2 Extra 10% Off or Buy 3 Extra 25% Off 
⚡️Grab It Now &gt;&gt; https://t.co/XcPDSFlYXk
Don't miss this opportunity
#UnderArmour #7.7SALE https://t.co/L7v0IvFbdp",['UnderArmour']
244,TheCrownTrading,"We buy and sell baseball cards, high end clothing, footwear and collectibles...Tag us on your posts for retweeting @thecrowntrading","Hanover, MA",96,321,23815,0,"Check out Under Armour Playoff Polo Men's Small Black w/ Gray Logo S/S Golf Polo Shirt https://t.co/VOUftsF0Iw #eBay via @eBay 

#underarmour #poloshirt #golfshirt #playoffpolo #casual #activewear #shirt #thriftshop #thriftstore #thrifthut #ebayseller #eBay","['eBay', 'underarmour', 'poloshirt', 'golfshirt', 'playoffpolo', 'casual', 'activewear', 'shirt', 'thriftshop', 'thriftstore', 'thrifthut', 'ebayseller', 'eBay']"
245,YaPetri,,,51,7,494,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour: https://t.co/oJJTJKDY9q https://t.co/NedTU24aLi,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour']"
246,kanadianbest,"https://t.co/ZJK4Q3dy6l – Your Prime Discount Store For Computers|Electronic|Games|Toys|Drones|Everything Tech & More.
Easy Returns | Money Back Guarantee",,432,748,338884,0,C$61.29 - #FreeShipping | Because you deserve best Under Armour Mens Tech Golf Polo Polo #UnderArmour       ?? https://t.co/9w4DQWQHNM       #sharious  #canadianbestseller  #canada #usa #product #Armour  #Golf  #Mens  #Polo  #Tech  #Under  #Polos  #canada. https://t.co/v8r0WaSYer,"['FreeShipping', 'UnderArmour', 'sharious', 'canadianbestseller', 'canada', 'usa', 'product', 'Armour', 'Golf', 'Mens', 'Polo', 'Tech', 'Under', 'Polos', 'canada']"
247,FocusAcademyHub,Founder of Focus Academy; a community dedicated to enhancing the effectiveness of others learning key techniques and strategies.,WorldWide,9,13,7,2,"BACKSTAGE BEFORE THE SPEECH

5 must DO’s before your speech; comment your personal techniques below. 

Massive thank you to:
~ 🎥@LastLightCinema 
~ Justin Kirkham for organizing the training!  https://t.co/znu5DWl4Ts

#nike #adidas #asics #underarmour #lastlight #houseoffraser https://t.co/m27zFK9PYP","['nike', 'adidas', 'asics', 'underarmour', 'lastlight', 'houseoffraser']"
248,christomboy,showing people how to earn money by shopping for the things they are already buying,NY,1026,158,742,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #dickies: https://t.co/xnlnTxz4xc https://t.co/ULkdRyiEpj,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'dickies']"
249,VintageJunkAmy,Junk Enthusiast• dog & cat sitter• wine and coffee• yoga• Poshmark seller• former pharmacist turned vintage shop owner & pet sitter @ VintageJunque on IG,"Wichita Falls, TX",28303,28374,163564,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #handmade #underarmour #jcrew: https://t.co/y4FV9H1jpl https://t.co/HzqdPb71C7,"['poshmark', 'fashion', 'style', 'shopmycloset', 'handmade', 'underarmour', 'jcrew']"
250,HavanaConcepts,Cool Stuff!,Washington D.C.,140,43,5864,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #underarmour: https://t.co/nnYCs3OAxb https://t.co/rgkfFypBmC,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'underarmour']"
251,Never_enuff_lee,,"Newnan, Ga",97,13,450,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #adidas #pinkvictoriassecret #underarmour: https://t.co/ZZUOAjmesS https://t.co/ZKRnkEXalL,"['poshmark', 'fashion', 'style', 'shopmycloset', 'adidas', 'pinkvictoriassecret', 'underarmour']"
252,bgcrown,,,325,13,5445,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @healthypea #poshmark #fashion #style #shopmycloset #underarmour #adidas #camper: https://t.co/vVjNcN1VA6 https://t.co/hoCLRYs8vg,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'adidas', 'camper']"
253,realemsyy,"""We do not 'come into this world; we come out of it, as leaves of a tree."" https://t.co/2GwDxFPI14","Grand Rapids, MI",149,78,2362,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @slhp0027 #poshmark #fashion #style #shopmycloset #underarmour #paparazzi: https://t.co/hXdGUEm1wI https://t.co/eKi5CcUNoX,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'paparazzi']"
254,JordynEnsell,Still trying to figure out why these 'men' don't take care of their kids,On top of the Idaho Mountains,929,288,1165,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @StephanieSzabo1 @KabrinaLester #poshmark #fashion #style #shopmycloset #marykay #underarmour #greendragon: https://t.co/WJaQTBNJej https://t.co/RUdSvAVHcH,"['poshmark', 'fashion', 'style', 'shopmycloset', 'marykay', 'underarmour', 'greendragon']"
255,vivvngoo,,,6,0,1,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #verabradley #ugg #underarmour: https://t.co/uMDOQ6nmHQ https://t.co/5LGw5OKXQK,"['poshmark', 'fashion', 'style', 'shopmycloset', 'verabradley', 'ugg', 'underarmour']"
256,NanaLopez22,🦋 Thriver 🦋,,105,8,216,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Bankerdaughter #poshmark #fashion #style #shopmycloset #underarmour #oldnavy #nike: https://t.co/16UIEeI2aR https://t.co/wbFy00edpg,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'oldnavy', 'nike']"
257,flowergirl32068,"Posh addict, and loving life 💖 mom and grandma and furmom, always say hi and thank you and smile at everyone you meet 😊💖 I do 👍🏻",Florida,3867,5205,12251,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @barn_burn #poshmark #fashion #style #shopmycloset #underarmour #adidas #reebok: https://t.co/dFIXwTx182 https://t.co/xORdHJ6HZ6,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'adidas', 'reebok']"
258,LeslieLynn2216,I love horror movies.Kane Hodder is my all time https://t.co/x7Mc6qIGKO a kind and caring mother of 2 children ❤my oldest child has autism,,2576,116,660,1,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @UniquebyH #poshmark #fashion #style #shopmycloset #underarmour #levis: https://t.co/fhmAgTKU05 https://t.co/4by24LTdx6,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'levis']"
259,gss_milbrook,"Loving Mom, adores her family (daughters, hubby and kitties unconditionally!!!) Baking and church a must!!!...","Hawthorne, NewJersey",243,31,1194,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #fdjfrenchdressingjeans #underarmour #vintage: https://t.co/lUfT6CNknp https://t.co/GpbeG20jRn,"['poshmark', 'fashion', 'style', 'shopmycloset', 'fdjfrenchdressingjeans', 'underarmour', 'vintage']"
260,HokKicks,"We sell authentic quality sneakers shipped directly from the US, at a cheaper rate... You can get any sneakers lower than the normal selling price💯",,37,10,81,0,"UA Runplay Running Shoes
Color: As seen
Style code: 3024870
Price: ₦70,000

Sizes available on Demand 
Nationwide Delivery 🚚
Place your order.
#ua #underarmour #runplay #runningshoes #underarmourrunplay #fashion #sneakerlovers #sneakerhead  #sneakersaddict #authentic #hokkicks https://t.co/fLJWga9bvX","['ua', 'underarmour', 'runplay', 'runningshoes', 'underarmourrunplay', 'fashion', 'sneakerlovers', 'sneakerhead', 'sneakersaddict', 'authentic', 'hokkicks']"
261,Qink_Official,,,20,21,2368,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @mkeany7063 #poshmark #fashion #style #shopmycloset #cocomo #underarmour #americaneagleoutfitters: https://t.co/onWqdQVT4U https://t.co/LYyyL0tH75,"['poshmark', 'fashion', 'style', 'shopmycloset', 'cocomo', 'underarmour', 'americaneagleoutfitters']"
262,katwoman51,,,24,39,3847,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #thesimplefolk #underarmour #bebe: https://t.co/54vetptU8b https://t.co/FaiOHlQAph,"['poshmark', 'fashion', 'style', 'shopmycloset', 'thesimplefolk', 'underarmour', 'bebe']"
263,BoudicaBoutique,,,0,17,2316,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @lilashleyd86 #poshmark #fashion #style #shopmycloset #stellatweed #underarmour #sparkleallure: https://t.co/b8RcukA3FD https://t.co/cREqDeFGDG,"['poshmark', 'fashion', 'style', 'shopmycloset', 'stellatweed', 'underarmour', 'sparkleallure']"
264,mademerald,,,5,20,4842,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @abbey97363256 #poshmark #fashion #style #shopmycloset #underarmour #salvatoreferragamo #lululemonathletica: https://t.co/sIDE4DdlNT https://t.co/i6wykqONLE,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'salvatoreferragamo', 'lululemonathletica']"
265,closet_emmys,Hey! I am into social media marketing just started my Poshmark page! :),"Seattle, WA",211,348,4108,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #jerzees #laurenralphlauren #underarmour: https://t.co/v1ohzgDf99 https://t.co/1nCT9euecB,"['poshmark', 'fashion', 'style', 'shopmycloset', 'jerzees', 'laurenralphlauren', 'underarmour']"
266,LuckyMoxieMama,,,117,36,968,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @palletliquidate #poshmark #fashion #style #shopmycloset #puma #lamincoa #underarmour: https://t.co/fV2kKOggkt https://t.co/X5SIu5krUq,"['poshmark', 'fashion', 'style', 'shopmycloset', 'puma', 'lamincoa', 'underarmour']"
267,DonghuajeiNancy,,,84,66,40555,2,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #friends #underarmour #urbanpipeline: https://t.co/HaAN8mrpMz https://t.co/S7pInEcbKJ,"['poshmark', 'fashion', 'style', 'shopmycloset']"
268,PhotoLove25,Photography and Animals❤️,,3524,1084,27744,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @PJFAZE #poshmark #fashion #style #shopmycloset #freepeople #underarmour #nicknora: https://t.co/geKERm7mDc https://t.co/jLD9jFwg0R,"['poshmark', 'fashion', 'style', 'shopmycloset', 'freepeople', 'underarmour', 'nicknora']"
269,FashionYardCo,Quality New and used fashion items at low prices!,United States,976,350,4548,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #hm #underarmour: https://t.co/MAY7slBW5b https://t.co/KjTJrWEzAG,"['poshmark', 'fashion', 'style', 'shopmycloset', 'hm', 'underarmour']"
270,daddyandjude,Re Seller,"Indiana, USA",48,32,4548,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #marcjacobs #maurices: https://t.co/hZ1ognUNR1 https://t.co/TKnjm96QhT,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'marcjacobs', 'maurices']"
271,TamekaJ85461734,I'm mother of 5 beautiful healthy children ❤ and a wife 🤗 I'm living life in the order of steps that God has prepared for me,"North Carolina, USA",27,4,64,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @AM0768 #poshmark #fashion #style #shopmycloset #underarmour: https://t.co/B4ciiRfBY6 https://t.co/RrlSCzfIug,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour']"
272,txbunny3,Sell clothes  and my art on EBay Poshmark Mercari Instagram,,169,669,14019,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Kristie7733posh #poshmark #fashion #style #shopmycloset #nfl #underarmour: https://t.co/0bAfXBRa9e https://t.co/uhobb4S7AG,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nfl', 'underarmour']"
273,Lunasolcloset,,,20,9,2619,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #eclectictreasures #eileenfisher: https://t.co/NXwAKkQHnU https://t.co/3ROwrCuRTo,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'eclectictreasures', 'eileenfisher']"
274,TheCrypto_Mom,#Crypto trader and investor 🚀 Not financial advice. #hbar #btc,"Portland, OR",258,105,317,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #converse #underarmour #forever21: https://t.co/l9IAO43Sa7 https://t.co/9v6JsFp3uj,"['poshmark', 'fashion', 'style', 'shopmycloset', 'converse', 'underarmour', 'forever21']"
275,meganxcox,✨This account is for my Poshmark!✨ I'm a Posh Ambassador. Recently lost weight so lots of plus size options that haven't been worn! Check the link below.👇🏼,"Wilmington, NC",427,612,1677,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @barn_burn #poshmark #fashion #style #shopmycloset #mitchellness #underarmour #adidas: https://t.co/fwjRqzEDNr https://t.co/MbDw7I7QDd,"['poshmark', 'fashion', 'style', 'shopmycloset', 'mitchellness', 'underarmour', 'adidas']"
276,rainiac,Happy New Year,Salt Lake City UT,230,157,9381,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #stevemadden #merrell #underarmour: https://t.co/tszDxoXjBo https://t.co/y8LBsFkyFt,"['poshmark', 'fashion', 'style', 'shopmycloset', 'stevemadden', 'merrell', 'underarmour']"
277,thierlm,,"ÜT: 45.077533,-93.370732",541,55,11154,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @beyond_treeline #poshmark #fashion #style #shopmycloset #columbia #underarmour: https://t.co/0q1HRtNNT9 https://t.co/DE8cMJ5YCU,"['poshmark', 'fashion', 'style', 'shopmycloset', 'columbia', 'underarmour']"
278,The_Vinny_Jones,,,83,13,168,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #underarmour: https://t.co/7c7wVDWwHA https://t.co/lv3qkmudTs,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'underarmour']"
279,jnetposh,"Everything for the reseller at your favorite Honey Hole
Come shop with us",,96,69,2340,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @posterchildrock @LauraPa20403236 #poshmark #fashion #style #shopmycloset #attention #underarmour #hollister: https://t.co/ed875T2X03 https://t.co/zsRakOu7y1,"['poshmark', 'fashion', 'style', 'shopmycloset', 'attention', 'underarmour', 'hollister']"
280,MichHSBball,Contributor to Prep Girls Hoops. Boys Bball: @hankampscott.Check out all my writing on Facebook: Michigan HS Basketball and Instagram: @michigan_hs_basketball.,"Michigan, USA",7349,7871,88302,2,One Week Until @UANextGHoops w/ @M_B_A_Bball #uanext #underarmour https://t.co/cFZSgETxIb,"['uanext', 'underarmour']"
281,mainlymichala,mommin,"Florence, KY",3351,783,27288,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #heydude: https://t.co/lgqL8yK306 https://t.co/s0YyLDg4jb,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'heydude']"
282,COshanek,Would rather be in flip flops and I’m an avid #PoshmarkCanada fan,Calgary Canada ,1289,406,27304,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #hm #uspoloassn #underarmour: https://t.co/9SBcTIhGfR https://t.co/xJHhGTVtMT,"['poshmark', 'fashion', 'style', 'shopmycloset', 'hm', 'uspoloassn', 'underarmour']"
283,Trish6153931668,,"Tennessee, USA",117,66,23800,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #ameliacouture #thepioneerwoman #underarmour: https://t.co/HQeeHVxHmp https://t.co/T8tSamNshl,"['poshmark', 'fashion', 'style', 'shopmycloset', 'ameliacouture', 'thepioneerwoman', 'underarmour']"
284,tinasheehy74,,,90,3,140,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @925chick #poshmark #fashion #style #shopmycloset #oldnavy #underarmour #bearpaw: https://t.co/gJZoqQ1qlx https://t.co/pmRwwO0Rrh,"['poshmark', 'fashion', 'style', 'shopmycloset', 'oldnavy', 'underarmour', 'bearpaw']"
285,windswepttrace,I try my best to stay positive and find the blessings in every new day. My loved ones and my spiritual faith come first then everything else falls into place.,,55,32,1715,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @living_caroline #poshmark #fashion #style #shopmycloset #rhode #underarmour #puma: https://t.co/sJDAlJX8OX https://t.co/QxSkWGT8ty,"['poshmark', 'fashion', 'style', 'shopmycloset', 'rhode', 'underarmour', 'puma']"
286,zenlovefinds,Mom of 3. Reseller. Paralegal. Single momma.,,10,3,1086,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Michell72876921 @JodySmi56277527 #poshmark #fashion #style #shopmycloset #munro #underarmour #betseyjohnson: https://t.co/1mM94avIik https://t.co/Sf8jiR1euo,"['poshmark', 'fashion', 'style', 'shopmycloset', 'munro', 'underarmour', 'betseyjohnson']"
287,m_rhondali,Retired Mental Health provider. Masters of Psychology 2010,,11,6,6116,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #cautiontothewind #14k: https://t.co/LNTz6UYdzb https://t.co/qHUAPrPlS1,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'cautiontothewind', '14k']"
288,Guatesbest,✨A golden rule: to leave an incomplete image of oneself ✨,"Lii, New York",155,123,4871,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #nike #adidas: https://t.co/BOOqWbg0E7 https://t.co/hDJ6KmosMM,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'nike', 'adidas']"
289,Bernade91525040,"I'm passionate about family, hiking, fashion, cooking,  exercise.   I think it's important to pay it forward,  give back.  I prefer to be glass half full!",,0,12,5449,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #liraclothing #underarmour: https://t.co/uhi1j4jrRF https://t.co/jBLPvfd2CC,"['poshmark', 'fashion', 'style', 'shopmycloset', 'liraclothing', 'underarmour']"
290,RaelJ,,,207,6,392,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @salinda_lechner #poshmark #fashion #style #shopmycloset #bottegaveneta #underarmour: https://t.co/mhqPeU7BCO https://t.co/H4zbkveql6,"['poshmark', 'fashion', 'style', 'shopmycloset', 'bottegaveneta', 'underarmour']"
291,miketarver19,Artist,,21,18,884,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #topshop #underarmour: https://t.co/IEQQaUfhyZ https://t.co/Z6Ym0vOImo,"['poshmark', 'fashion', 'style', 'shopmycloset', 'topshop', 'underarmour']"
292,lanaechristina,,,130,95,256,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #forloveandlemons: https://t.co/nb06roeqbK https://t.co/figbDXVhri,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'forloveandlemons']"
293,RobertPearcey,"Marine Warranty Surveyor, DP Auditor",Fort Myers,33,32,1287,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @hanginglabels #poshmark #fashion #style #shopmycloset #citizensofhumanity #underarmour #lululemonathletica: https://t.co/fQbPsEbYrM https://t.co/iPBRQICgQN,"['poshmark', 'fashion', 'style', 'shopmycloset', 'citizensofhumanity', 'underarmour', 'lululemonathletica']"
294,centemil,,Durham NC.,126,10,1366,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @livingwithkayyy #poshmark #fashion #style #shopmycloset #underarmour #fossil: https://t.co/KZocu18K56 https://t.co/I8AGXJ8XHX,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'fossil']"
295,thetieguy21,"Poshmark seller Poshmark Ambassador 
Take a visit to my Poshmark closet https://t.co/J91nBknAfZ",,4843,1115,11515,1,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #calvinklein #1822denim: https://t.co/w9ASkgJuU5 https://t.co/ekYYf504Fi,"['poshmark', 'fashion', 'style', 'shopmycloset']"
296,thehustlemom1,Reseller! Work at Home momma! Bless beyond measure 🙌.,,0,32,4139,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour: https://t.co/SZmmp7ItsG https://t.co/YW2uwUBScQ,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour']"
297,KellyMarti1,Selling household stuff to raise money to rebuild my house bought post fire.  Any and all purchases are GREATLY APPRECIATED.,Milton NH,238,97,2849,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @r_scadden #poshmark #fashion #style #shopmycloset #crystalandigier #nfl #underarmour: https://t.co/SiOn30v70X https://t.co/19Pc4tJRws,"['poshmark', 'fashion', 'style', 'shopmycloset', 'crystalandigier', 'nfl', 'underarmour']"
298,Jess37995247,,,0,6,1402,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #freepeople #vans: https://t.co/3ZMkHxR1Bj https://t.co/Iwtm1A0gpl,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'freepeople', 'vans']"
299,thriftstigators,https://t.co/LOKgWs2fQA for new and gently used name-brand items!,,26,63,4131,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @JamieEGab #poshmark #fashion #style #shopmycloset #nydj #franklinmint #underarmour: https://t.co/Ee2nxTos3w https://t.co/6kM377UAIL,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nydj', 'franklinmint', 'underarmour']"
300,7SistersBooks,"We started out with Internet sales in 2004r.  We sell on Bonanza, Etsy and Half. EBay Albris and Amazon",Winchester Virginia,1356,1293,46423,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #underarmour #starbucks #buffalodavidbitton: https://t.co/2UXqMSEG2c https://t.co/vEVEVrrHl4,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'starbucks', 'buffalodavidbitton']"
301,DeeRob_Recruits,Highlighting Players From West Michigan Basketball,"Grand Rapids, MI",680,166,142,2,One Week Until @UANextGHoops w/ @M_B_A_Bball #uanext #underarmour https://t.co/cFZSgETxIb,"['uanext', 'underarmour']"
302,coach_deerob,"Walk by faith, not by sight. TK Freshman Girls Basketball Coach. Michigan Basketball Academy Boys & Girls Coach. 🏀 Trainer. Muskegon Risers Fullback.","Michigan, Grand Rapids",301,303,5411,2,One Week Until @UANextGHoops w/ @M_B_A_Bball #uanext #underarmour https://t.co/cFZSgETxIb,"['uanext', 'underarmour']"
