,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
150,DaniferGanzon,"Simple, cute, yg fans",,111,28,22639,119,"#GDRAGON as 'The Creator' and 'King of Kpop' by Nike ✔️👑.
#peaceminusone #kwondo1 #nike https://t.co/mF6SKnfqcN","['GDRAGON', 'peaceminusone', 'kwondo1', 'nike']"
151,PatCh4590,"Basketball ☘️💚 Boston Celtics 💚☘️ Travel, Food, Gaming.
Let's have a good time here 😊✌️",,306,53,5504,1,"Die Sidelines Sneaker Releases of the Week sind online! 

Go Go Go ! 

https://t.co/kRWS8IP8tt 

#sidelines #sneaker #nike #newbalance #jordan #adidas #sidelinespod","['sidelines', 'sneaker']"
152,Flaneurz,"OWN THE CITY
#Flaneurz turns your favorite shoes into skates.","17 rue Méhul, Pantin",299,1109,2452,0,"CUSTOM OFFER

Our Custom offer (Ready-to-Roll and Change Your Shoes) allows you to send us the shoes of your choice to be transformed into Flaneurz skates.⁠

Change your Shoes: Nike Dunk Low

| https://t.co/dYC785wLgg |

#nike #shoes #sneakers #custom https://t.co/P4rmM9cqjn","['nike', 'shoes', 'sneakers', 'custom']"
153,yukina8_yukina,✨💛gd,,22,13,3756,34,but the shoes look like paranoise? but with black base #GDRAGON #NIKE https://t.co/WqFVEWEAAR,"['GDRAGON', 'NIKE']"
154,Nothinbutjays,Enjoy being with my family and Jordan Collector ig: @nothinbutjays size 9-9.5 nothinbutjays504@gmail.com,,2608,2078,21384,0,"Essence weekend y’all what’s popping!!!!!! Be safe and drink Responsible😎👀!!!!!!!!!! Happy 4th of July

#essencefestival #essenceneworleans #nola #jumpman23 #nike #jordanbrand #jordanbrandfamily #amamaniere #sneakers #snkrskickcheck @Jumpman23 @Nike @nikestore @maniere_usa https://t.co/F0B5odAh5t","['essencefestival', 'essenceneworleans', 'nola', 'jumpman23', 'nike', 'jordanbrand', 'jordanbrandfamily', 'amamaniere', 'sneakers', 'snkrskickcheck']"
155,millice78718425,,,10,0,12,49,"🥇 @wos_club is the First 3D Sharks #NFT Collection

|Partnership with @seashepherd 
|Design Studio working with #Nike and #Dior 
|Holders 💲💲

Like + RT + Tag 3 Friends

🔥JOIN 👉 https://t.co/sCufcwvWqt

#NFTs #opensea #3DNFT #UpcomingNFT  #WOSClub #WOSSharks #EthereumSharks https://t.co/MY6cN3j6Cy","['NFT', 'Nike']"
156,DeadLaced,SNEAKER DEALS & RELEASE LINKS + FASHION DEALS Notifications on 🔔 #Nike #Jordan #Snkrs #Adidas #Puma #Newbalance,"New Jersey, USA",1594,47377,41429,0,"Nike Dunk High
Women's
#NIKE #ad 

https://t.co/G01HuEfik1 https://t.co/A7N9lMCj93","['NIKE', 'ad']"
157,smittenwitten,"Love Dallas Cowboys, Dallas Mavericks , Johnny Football, Texas A&M, Bud Light, Oysters,",Texas,50,18,4144,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #shein #timberland #nike: https://t.co/nhxPum6PXZ https://t.co/dtmgZ53XHx,"['poshmark', 'fashion', 'style', 'shopmycloset', 'shein', 'timberland', 'nike']"
158,gifts2thrifts,"We are focused on bringing you perfect gift ideas and great thrift finds. 

For a limited time, use code GIFTS2THRIFTS to save $10: https://t.co/FImieHCWYF",United States,740,1047,841,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @LoriDal05791258 #poshmark #fashion #style #shopmycloset #chrisisaak #alexevenings #nike: https://t.co/hf8sY855AS https://t.co/eQwP3pcySS,"['poshmark', 'fashion', 'style', 'shopmycloset', 'chrisisaak', 'alexevenings', 'nike']"
159,tonysaechao77,"FUNNY, LOVE HAVING FUN",,2,1,1162,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @dtbcab #poshmark #fashion #style #shopmycloset #nike #unbranded: https://t.co/bCsjFLOT9t https://t.co/SPy4T0OjgZ,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'unbranded']"
160,enakj,mom. optician. Taylor Swift fan. poodle 🐩 mom. love to travel. music. Disney. Swiftie i💗TS 💗🦋🦄💜💛💗🦋,"st.augustine,fl.",1473,875,9678,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @M_Koller3 #poshmark #fashion #style #shopmycloset #fruitoftheloom #nike: https://t.co/s1xSBQ6I7U https://t.co/PDDZSUuhYs,"['poshmark', 'fashion', 'style', 'shopmycloset', 'fruitoftheloom', 'nike']"
161,skrloverespect,"Ted Baker Connoisseur
 Ralph Lauren Connoisseur
#poshmarkseller
#ebayseller
#fashioncollector","Atlanta, GA",172,134,11647,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #creativememories #athleta: https://t.co/PSQZH95zz0 https://t.co/CdeTbqQIxx,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'creativememories', 'athleta']"
162,CuratedCollect,"Curating quality collectables
Sports & Trading Cards
Action Figures
Video Games
Hot wheels
VHS & DVD
Comics
Lego
Toys

#CuratedCollectables",,7,3,435,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @dufflebagboysco #poshmark #fashion #style #shopmycloset #meettheposher #nike: https://t.co/8BtSF0aLnI https://t.co/IKGx9WHNKt,"['poshmark', 'fashion', 'style', 'shopmycloset', 'meettheposher', 'nike']"
163,ChristiesPetty,,"Las Vegas, NV",38,34,4157,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @ash5280 #poshmark #fashion #style #shopmycloset #anthropologie #nike #abercrombiekids: https://t.co/kVZ7yHOyVv https://t.co/5ohGTOKUXA,"['poshmark', 'fashion', 'style', 'shopmycloset', 'anthropologie', 'nike', 'abercrombiekids']"
164,bt3rese,,,31,30,2146,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @1WestsideLady @Txtinner #poshmark #fashion #style #shopmycloset #nike #karenketteringdesigns #butterick: https://t.co/vRo9diXVZm https://t.co/xo491oMCEQ,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'karenketteringdesigns', 'butterick']"
165,s_h_money,@ marigoldmay on Poshmark (link below) use code MARIGOLDMAY to save $10,,650,123,1422,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #stoneycloverlane #nike #sandyliang: https://t.co/Bbw5EKmnp3 https://t.co/TE0ktTnIvV,"['poshmark', 'fashion', 'style', 'shopmycloset', 'stoneycloverlane', 'nike', 'sandyliang']"
166,Summertime252,"I am a dreamer & traveler with a gypsy soul with a love for fashion, photography, food, music, and dancing.","North Carolina, USA",39,19,754,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #forever21 #anthropologie: https://t.co/iCRz7TFGFh https://t.co/fwAbydCxaJ,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'forever21', 'anthropologie']"
167,Aya23821448,"Brazen Hussy 

#ServiceIsUniversal 

I support strong, daring, talented women like #MeghanMarkle #ChloexHalle & #AmalClooney #SerenaWilliams",Cali,1300,684,13022,13,"Have a big event coming up? Melba’s has the catering covered 😏! @Nike 

Video via #HarlemScene 

#catering #melbasharlem #soulfood #southerncooking #nike #harlem #nyc #americancomfort #foodies #cheflife https://t.co/STmGVCnVTk","['HarlemScene', 'catering', 'melbasharlem']"
168,MertayaniAri,BIGBANG #VIP,,21,9,11794,34,but the shoes look like paranoise? but with black base #GDRAGON #NIKE https://t.co/WqFVEWEAAR,"['GDRAGON', 'NIKE']"
169,Aspersioo,don't mind me | Mostly sneakers,"Long Beach, CA",1804,379,70127,12,"Good morning. Always trying to remain a step above behind the iPhone lens. Infrared AJ6. What #KOTD y’all rocking? 
#snkrskickcheck 
#snkrsliveheatingup 
#yoursneakersaredope 
#wdywt #nike #snkrs #inmyjs https://t.co/WFW0BpK9Rw",['KOTD']
170,xxxjiyongg,"@YG_GlobalVIP until whenever || I'm gatekeeping BIGBANG, for real",long live the king,292,328,12626,119,"#GDRAGON as 'The Creator' and 'King of Kpop' by Nike ✔️👑.
#peaceminusone #kwondo1 #nike https://t.co/mF6SKnfqcN","['GDRAGON', 'peaceminusone', 'kwondo1', 'nike']"
171,pod_sidelines,"Neben dem Court geht‘s weiter. Philipp und Len über die NBA, die Geschichte, Kultur, Musik, Sneaker & alles was mit Basketball zu tun hat.",,6,97,73,1,"Die Sidelines Sneaker Releases of the Week sind online! 

Go Go Go ! 

https://t.co/kRWS8IP8tt 

#sidelines #sneaker #nike #newbalance #jordan #adidas #sidelinespod","['sidelines', 'sneaker', 'nike', 'newbalance', 'jordan', 'adidas', 'sidelinespod']"
172,nawawith,i'm a jogger bOi. ⚡ 🏃‍♂️ 👟  🇹🇭,,974,184,1016,0,"Everyday code!
- 54898225 -
⚡️🏃 🔥
#STEPN 
#STEPNactivationcode 
#STEPNcode 
#STEPNアクティベーションコード #STEPNएक्टिवेशनकोड 
#アクティベーションコード #ステップン #एक्टिवेशनकोड 
.
👟 Shoes of the day 🏆
#nike - ZoomX Invincible Run Flyknit 2 - https://t.co/gEzNXXlObp","['STEPN', 'STEPNactivationcode', 'STEPNcode', 'STEPNアクティベーションコード', 'STEPNएक्टिवेशनकोड', 'アクティベーションコード', 'ステップン', 'एक्टिवेशनकोड', 'nike']"
173,tola_io,Web designer Webflow dev.,,256,163,363,0,"Follow and retweet to see more contents like this

Drop a comment on what you’d like to see 

#logo #LogoDesign #logos #Trademarks #apple #nike #Nike #tech","['logo', 'LogoDesign', 'logos', 'Trademarks', 'apple', 'nike', 'Nike', 'tech']"
174,TessDigor,,,357,156,342366,119,"#GDRAGON as 'The Creator' and 'King of Kpop' by Nike ✔️👑.
#peaceminusone #kwondo1 #nike https://t.co/mF6SKnfqcN","['GDRAGON', 'peaceminusone', 'kwondo1', 'nike']"
175,MickaelPesser,"🗞 Nft, Metaverse and Crypto News
💰 Investment assistance with detailed analysis
🎓 Training and tutorial
📩 Personal help and collaborations",Soumagne ,802,823,1873,1,"NFT News 👇

RTFKT has announced new benefits for owning its CloneX NFT.
@RTFKT 

#RTFKT #CloneX #Nike #NFT #Metaverse https://t.co/fmR7V145Lp","['RTFKT', 'CloneX', 'Nike', 'NFT', 'Metaverse']"
176,58DMYVisCUt4llf,,,493,615,85120,77,"#Nike quits #Russian  market completely💥
Companies have announced to suspend/withdraw their business in Russia, including #McDonald #CocaCola #Starbucks #Decathlon #Uniqlo parent company Fast Retailing #IKEA #Apple #IBM #Ford #Boeing and even #Visa #MasterCard, etc.","['Nike', 'Russian']"
177,MoonlitAllen,Frenship🖖@ALPACADABRAZ herd officer/ @CCubed_tw Entrepreneur,,670,301,983,7,"@Nike is potentially getting into Gaming NFTs.

-The world's ""first NFT console"" @Polium__ was announced with a planned release date of 2024.
Nike is looking to get its name attached to NFTs and the video game world.

#ccubed #PoliumOne #NFTs #nike 
https://t.co/WNVDEYts1y",[]
178,GodiamJ,Jewellery Manufacturer & Exporter,Surat,0,2,16,0,"Yellow Gold-White Gold-Rose Gold Also, Round Shape High Quality Natural Diamond Headphone Pendant

#godiam #godiamjewels #jewellerycollection #shoelover #diamondshoes #diamondpendant #diamondnecklace #diamondring #nikeshoes #nike #nikelove #pendantnecklace #pendantjewelry  #usa https://t.co/tgzJO4ntAC","['godiam', 'godiamjewels', 'jewellerycollection', 'shoelover', 'diamondshoes', 'diamondpendant', 'diamondnecklace', 'diamondring', 'nikeshoes', 'nike', 'nikelove', 'pendantnecklace', 'pendantjewelry', 'usa']"
179,phoebelene_,"ㅡ BIGBANG • 0405, iKON, TREASURE and B.I. #6️⃣5️⃣🎹",,1087,491,49330,34,but the shoes look like paranoise? but with black base #GDRAGON #NIKE https://t.co/WqFVEWEAAR,"['GDRAGON', 'NIKE']"
180,moonlitislit,"I grind coffee, not Discord.@CCubed_tw @ALPACADABRAZ collab manager",,534,374,588,7,"@Nike is potentially getting into Gaming NFTs.

-The world's ""first NFT console"" @Polium__ was announced with a planned release date of 2024.
Nike is looking to get its name attached to NFTs and the video game world.

#ccubed #PoliumOne #NFTs #nike 
https://t.co/WNVDEYts1y",[]
181,regripsole,"RE-GRIP SOLE

Mark 1 - Coming Soon",,4,0,3,1,"The Matrix has you, follow the white Astronaut... #sneakers #sneaker #game #gamechanger #basketball #skating #comingsoon #regrip #regripsole #matrix #thematrix #shoes #nike #nikeshoes #jumpman #jumpman23 #itsalmosthere #mmxx2 #sole #solesurvivor https://t.co/3SAk0xNnNh","['sneakers', 'sneaker', 'game', 'gamechanger', 'basketball', 'skating', 'comingsoon', 'regrip', 'regripsole', 'matrix', 'thematrix', 'shoes', 'nike', 'nikeshoes', 'jumpman', 'jumpman23', 'itsalmosthere', 'mmxx2', 'sole', 'solesurvivor']"
182,MNArt_ZA,The page is about all my sketches in display for all you guys to see. Also brands who would like to work with me,,25,4,699,0,"Mallorca (edited)✏
@Nike @nikefootball @RCD_Mallorca
#Nike #RCD #Mallorca #mnartza https://t.co/wKhIYslSAK","['Nike', 'RCD', 'Mallorca', 'mnartza']"
183,donkeydaily2,,,3,94,35491,77,"#Nike quits #Russian  market completely💥
Companies have announced to suspend/withdraw their business in Russia, including #McDonald #CocaCola #Starbucks #Decathlon #Uniqlo parent company Fast Retailing #IKEA #Apple #IBM #Ford #Boeing and even #Visa #MasterCard, etc.","['Nike', 'Russian']"
184,KomatsuOosaki,"Broken, left out and abandoned.",,15,3,1884,34,but the shoes look like paranoise? but with black base #GDRAGON #NIKE https://t.co/WqFVEWEAAR,"['GDRAGON', 'NIKE']"
185,insidesneakers,The best way to get the latest sneakers available at your favorite retailers.,worldwide,0,1815,21099,0,"Release Date : July 7, 2022
Jacquemus x Nike
Air Humara
« Light Bone »
https://t.co/cyruPmTYNf
#nike #jacquemus #sneakers https://t.co/W2lhnjSxIA","['nike', 'jacquemus', 'sneakers']"
186,TheDrum,"The Drum covers modern marketing, agency business, creativity & the future of media. We understand the industry's challenges and have your back. Problem Solved.","UK, US and APAC",2843,231010,208258,0,"@Nike's revealed how good creativity can really light up its digital shop 

➡️ https://t.co/XP01miwsJd

#Nike #Creativity #DigitalMarketing #DigitalShop https://t.co/8FPhaDqjIm","['Nike', 'Creativity', 'DigitalMarketing', 'DigitalShop']"
187,TekkieTown,We value our customers and take the privacy of their personal information seriously. Please refer to our complete privacy policy document.,George South Africa,947,17296,4941,0,"The Nike Sportswear Tracksuit is a modern take on a classic design. Made from soft woven fabric, it'll keep you comfortable and covered from head to toe.

Make sure to stay covered up this winter, and cop this online for ONLY R1499.95.

#Nike #Tracksuit #TekkieTown https://t.co/aojPdD373Y","['Nike', 'Tracksuit', 'TekkieTown']"
188,Linda_U_W_A,"I create amazing Word Art prints. #WordArt #DigitalArt 
NO DMs/NO Porn,Erotica/NO Religion/NO Politics
Want a FOLLOW? Have tweets and an account set up.",Norfolk,27778,34741,828516,1,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #anntaylor: https://t.co/vuDkq93rjh https://t.co/ST4ByMR9M8,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike']"
189,a25yearsoldgirl,REPUBLIC OF PEACEMINUSONE | 131 | prvt | Def.| theendoffuckingThailand | #ppnowplaying,on fucking planet,154,104,324520,34,but the shoes look like paranoise? but with black base #GDRAGON #NIKE https://t.co/WqFVEWEAAR,"['GDRAGON', 'NIKE']"
190,WKAmsterdam,We're an independent creative agency purpose-built to produce work that runs all over the world. We're also a certified B Corp.,Amsterdam,750,19747,2892,0,"You’ve seen England. But you’ve never seen England like this 💣
https://t.co/hrxbnwHVpb

#NewWork #WKAms #Nike #Lionesses","['NewWork', 'WKAms', 'Nike', 'Lionesses']"
191,IPMoeller,Protecting IP with a wealth of experience in emerging market economies. IP unfolded.,Argentina,456,1388,2339,0,"Nike: the sport/streetwear giant was one of the first companies to file a number of #trademark applications for use in the metaverse. #Nike has received a response from the U.S. Patent and Trademark Office.

https://t.co/FMbVszp6gY

#ipnews #iplaw #Nike","['trademark', 'Nike', 'ipnews', 'iplaw', 'Nike']"
192,zuhalaksak1,Sadece erkekler..,,4300,137,923,28,"Don’t wait.  Sometimes later becomes never.
The saying goes for everything in life.  
#quote #dailywordleclub #Motivationalquote #positivethinking #life #love #JustDoIt #like #Nike #yoda #powerup https://t.co/FYRMYnGbds","['quote', 'dailywordleclub']"
193,mitaaaaaaavira,,JOG,333,582,34955,119,"#GDRAGON as 'The Creator' and 'King of Kpop' by Nike ✔️👑.
#peaceminusone #kwondo1 #nike https://t.co/mF6SKnfqcN","['GDRAGON', 'peaceminusone', 'kwondo1', 'nike']"
194,SSnedHayman,Greenpeace/WWF member. Supporter Fox Project & Hillside Animal Sanctuary. #FBPA #FBPE #Rejoin 🇪🇺NHS💙🌈🇺🇦,London,1318,1626,145984,44,"Save the date 📌 Saturday #9july @animaljusticeAU 🦘💔 All you have to do is:
1. Follow #Nike on Instagram, Twitter or TikTok.
2. Under every post of theirs leave this one comment: #Nikekangaroomassacre - Info 👉 https://t.co/pzhFuNBTdV https://t.co/C2u6NAdeKS","['9july', 'Nike']"
195,thelifeofnaii,,,371,4,5361,34,but the shoes look like paranoise? but with black base #GDRAGON #NIKE https://t.co/WqFVEWEAAR,"['GDRAGON', 'NIKE']"
196,avifying_ETH,👑Owner @avifying  #NFT.  #discord: https://t.co/f1bGCxSIDz,"Raipur, India",68,12,421,0,"Reselling:

Travis Scott Air jordan 1 Reverse mocha Low OG

Price: $3,000. Non-negotiable.

#TravisScott #AirJordan #travisscottairjordan1low 
#nike #jordan1 #jordan #mocha #reversemocha #instagramdown #BLACKPINK #StrangerThings #itshappening #THOR #ENGvIND #accrafloods","['TravisScott', 'AirJordan', 'travisscottairjordan1low', 'nike', 'jordan1', 'jordan', 'mocha', 'reversemocha', 'instagramdown', 'BLACKPINK', 'StrangerThings', 'itshappening', 'THOR', 'ENGvIND', 'accrafloods']"
197,swagafiedkicks,,,41,1107,153597,1,"#football #soccer #nfl #sports #futbol #fifa #sport #premierleague #messi #calcio #championsleague #ronaldo #cr #seriea #like #follow #futebol #basketball #love #bhfyp #realmadrid #laliga #nike #footballplayer #1xbet #barcelona

❌CLİCK HERE❌
🔻🔻👇🔻🔻

https://t.co/GuMkEc2IDC https://t.co/4ZlvveAYih","['football', 'soccer', 'nfl', 'sports', 'futbol', 'fifa', 'sport', 'premierleague', 'messi', 'calcio', 'championsleague', 'ronaldo', 'cr', 'seriea']"
198,feepoong1235,"GD IS MY EVERYTHING!

GD only!

VIP forever!","Vancouver, Canada",861,163,14754,34,but the shoes look like paranoise? but with black base #GDRAGON #NIKE https://t.co/WqFVEWEAAR,"['GDRAGON', 'NIKE']"
199,FreewayartsD,"Sports Design.

https://t.co/o5gzVjIIMS

+27 81 274 9902| Freewaymedia39th@gmail.com",Port Shepstone ,4599,2464,3964,2,Warm-up training wear x my last #Usuthu x #nike project https://t.co/XfmWGAgEiL,"['Usuthu', 'nike']"
200,FreewayartsD,"Sports Design.

https://t.co/o5gzVjIIMS

+27 81 274 9902| Freewaymedia39th@gmail.com",Port Shepstone ,4599,2464,3964,1,T shirts from my last #usuthu x #Nike project https://t.co/Djn6b21BIX,"['usuthu', 'Nike']"
201,Mundo_belair,,,10,3,110,0,Never Settle Never Done #Nike,['Nike']
202,xxxkhxnmxmKG,𝗡𝗶.²⁸——2PM🕑BIGBANG👑——TKalltheway♡GTOP♡요한가온——잭슨 진영||JENNIE||아이유||이준기 정지훈 이동욱 지성||AOMG♡BenedictCumberbatch♡bbillkin,แทคคุณอยู่ยั่งยืนยง💚❤️💫,319,528,151424,34,but the shoes look like paranoise? but with black base #GDRAGON #NIKE https://t.co/WqFVEWEAAR,"['GDRAGON', 'NIKE']"
203,Bishopleo5,Self-taught designer | 3D artist | NFT Creator.,,868,154,133,0,"Continuing my journey with #midjourney,
Exploring some ideas with #nike brand,
""Endlessly Limitless""
#midjourney #MidjourneyAI #midjourneyart #nike #NikeFootball #AiArtwork #aiartist #AIartists @midjourney #galaxy https://t.co/XojszWKmh3","['midjourney', 'nike', 'midjourney', 'MidjourneyAI', 'midjourneyart', 'nike', 'NikeFootball', 'AiArtwork', 'aiartist', 'AIartists', 'galaxy']"
204,samkosik,,,223,123,3962,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @SocialSherpa #poshmark #fashion #style #shopmycloset #stephenking #vintage #nike: https://t.co/br2g7Ul9pI https://t.co/jZhjXfsHZU,"['poshmark', 'fashion', 'style', 'shopmycloset', 'stephenking', 'vintage', 'nike']"
205,StocksSummit,Hot stocks ready to climb high! I find high potential stocks ready to gain value.  But low sell high! I look for undiscovered gems,,2708,1228,1093,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @StephysKloset #poshmark #fashion #style #shopmycloset #nike #saucony #asics: https://t.co/43WEVnc1Bt https://t.co/HCbW77peyx,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'saucony', 'asics']"
206,Debbie67485265,,,77,0,1232,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #khombu #nike: https://t.co/DFRU0PENDo https://t.co/AfJvaHfswG,"['poshmark', 'fashion', 'style', 'shopmycloset', 'khombu', 'nike']"
207,fbssgirl,"I resell upscale, designer and vintage clothing, shoes and accessories",online,20,21,1774,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #earthorigins #wetseal #nike: https://t.co/9SICqTrkVf https://t.co/Bfg6jENnNP,"['poshmark', 'fashion', 'style', 'shopmycloset', 'earthorigins', 'wetseal', 'nike']"
208,elle8130,,,60,30,4157,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #loversfriends #nike #zakdesigns: https://t.co/JpXnfBgr6x https://t.co/4dVUHTZd1E,"['poshmark', 'fashion', 'style', 'shopmycloset', 'loversfriends', 'nike', 'zakdesigns']"
209,realemsyy,"""We do not 'come into this world; we come out of it, as leaves of a tree."" https://t.co/2GwDxFPI14","Grand Rapids, MI",149,78,2362,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @KixRx #poshmark #fashion #style #shopmycloset #nike: https://t.co/Ysm8Jhf3U2 https://t.co/luAJ9shHuB,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike']"
210,DdOnelove43,,daytona beach florida,2391,304,4101,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @aurelia_voicu #poshmark #fashion #style #shopmycloset #harajukulovers #nike #russellathletic: https://t.co/rvAsrZbSKj https://t.co/ulbdXZK6yJ,"['poshmark', 'fashion', 'style', 'shopmycloset', 'harajukulovers', 'nike', 'russellathletic']"
211,ItzCannonswrld,,,2,0,35,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #armaniexchange: https://t.co/QMFxZmtmyQ https://t.co/p5SlR61WLH,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'armaniexchange']"
212,cgarber88,,,3,9,1438,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Viri__Navarro #poshmark #fashion #style #shopmycloset #underarmour #nike #ashleyby26international: https://t.co/LNcM4X5FYQ https://t.co/80kdsw3hGj,"['poshmark', 'fashion', 'style', 'shopmycloset', 'underarmour', 'nike', 'ashleyby26international']"
213,IrmaMimi1,,,10,28,7102,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @LolliesJunktion #poshmark #fashion #style #shopmycloset #chicos #homco #nike: https://t.co/PB4CRQRAzH https://t.co/i1rffVipNf,"['poshmark', 'fashion', 'style', 'shopmycloset', 'chicos', 'homco', 'nike']"
214,emporesszia,"I am available to do product, game, or book reviews on my blog.  I also love running giveaways: http://t.co/0W9oWTLBN8",,1151,945,3017,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #petalroz #tailoredbyharlan #nike: https://t.co/bzVT5ZtBH2 https://t.co/TIZekR97Le,"['poshmark', 'fashion', 'style', 'shopmycloset', 'petalroz', 'tailoredbyharlan', 'nike']"
215,zanyzoygmailcom,hodl,"Stockton, CA",1084,142,1568,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #ralphlauren: https://t.co/pDlxdUpseg https://t.co/3YOwAqxcAp,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'ralphlauren']"
216,Big_OT23,,,734,114,7118,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nautica #nike #jordan: https://t.co/XkiGeVDmIa https://t.co/1VpmKGTjUU,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nautica', 'nike', 'jordan']"
217,ChafeyHolly,,,1,1,1253,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #burton #truecraft: https://t.co/6y6aPpdoRm https://t.co/xw6CcimqVg,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'burton', 'truecraft']"
218,althea_chalene,Ask Me,,460,334,20055,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #mrhisclassic #shein #nike: https://t.co/fmsUZ19lqy https://t.co/Ttoe2TrINc,"['poshmark', 'fashion', 'style', 'shopmycloset', 'mrhisclassic', 'shein', 'nike']"
219,pammyforlife,"MY DAUGHTER CHELSEA always says no, but I still LOVE HER","Manchester, NH",2128,239,7049,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #margaretusa #nike #seebychloe: https://t.co/cYEvZDOqxD https://t.co/x3MqeSTj9s,"['poshmark', 'fashion', 'style', 'shopmycloset', 'margaretusa', 'nike', 'seebychloe']"
220,lmspell12,,,910,15,1778,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #christopherbanks #nike: https://t.co/bRmdMprWBP https://t.co/I6bKOUYqDK,"['poshmark', 'fashion', 'style', 'shopmycloset', 'christopherbanks', 'nike']"
221,Jessica11943564,,,31,5,1057,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #bathbodyworks #nike: https://t.co/HYXXYveaBn https://t.co/ouyo7iNZjg,"['poshmark', 'fashion', 'style', 'shopmycloset', 'bathbodyworks', 'nike']"
222,jrg378,,,11,9,3247,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #gola: https://t.co/IGOBTrgGN9 https://t.co/thgEGsHxou,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'gola']"
223,dotgallo,Love for my family,"Rhode Island, USA",47,20,1964,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #sharegroup #nike #mellowworld: https://t.co/20aqpSGpmz https://t.co/1NvDgNdv5m,"['poshmark', 'fashion', 'style', 'shopmycloset', 'sharegroup', 'nike', 'mellowworld']"
224,SarahFu92579956,Small business owner,Herkimer NY,15,1,19,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nike #signaturebylevistrauss: https://t.co/xftPW86MP2 https://t.co/CkVldCAMZI,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nike', 'signaturebylevistrauss']"
225,TS5753,I am fearfully and wonderfully made,,52,26,833,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @Tecasklozet #poshmark #fashion #style #shopmycloset #alfani #michaelkors #nike: https://t.co/mtHNFkdKz3 https://t.co/OMdbZzFttj,"['poshmark', 'fashion', 'style', 'shopmycloset', 'alfani', 'michaelkors', 'nike']"
