,username,description,location,following,followers,totaltweets,retweetcount,text,hashtags
592,nate_fr,28. Just vibin Fr. MAN WHAT,"Los Angeles, CA",567,612,38000,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
593,bussynuggets,me a seh- WAHWAHWAHWAH / 21,,4496,117,67979,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
594,712LINKS,"Releases, Restocks, and News by @codytemplet • @adidasalerts + @swooshsupply • tweets contain affiliate links","Atlanta, GA",143,27613,48556,2,"30% OFF on #adidas US.
adidas Ultra Boost 1.0 Sound Waves.
Retail $200. Now $140 shipped.
• CELEBRATE — 30% off SITEWIDE
—&gt; https://t.co/7OIqS2MBlS  #ad https://t.co/G3iuZwaryj",['adidas']
595,brianhoyo09,,,68,41,13154,2,"— ICYMI —
30% OFF on #adidas US.
adidas Ultra 4DFWD.
Retail $220. Now $154 shipped.
• CELEBRATE — 30% off SITEWIDE
—&gt; https://t.co/en3lpYqGoL

#sponsored https://t.co/k72XK0s7bR",['adidas']
596,DJJazzyJ2Real,"Icon by @ushimooshi
Former college student with low expectations
24 She/Her",,1961,125,22973,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
597,adidasalerts,"adidas Releases, Restocks, and News by @712LINKS • tweets contain affiliate links","Herzogenaurach, Germany",7,290395,48432,2,"— ICYMI —
30% OFF on #adidas US.
adidas Ultra 4DFWD.
Retail $220. Now $154 shipped.
• CELEBRATE — 30% off SITEWIDE
—&gt; https://t.co/en3lpYqGoL

#sponsored https://t.co/k72XK0s7bR","['adidas', 'sponsored']"
598,KimTheSsserpent,"No thoughts, just fighting and Zelda ~ 24 ~ she/her ~ Profile pic: @Dinosaur_Majsan Artist header: https://t.co/9ohLsDmP2f",Belgium,358,96,13931,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
599,lemonmangoes,"Josie / 32 / UK / they/them ✨ amateur human, professional otter ✨ I draw, I write, and I cry over my OTPs ✨ multifandom ✨ header by @Tsundernova",Reibert is canon,769,723,100446,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
600,Nyaaaax3,Avi: @ultralovedeluxe • IG: Nyaaax3 • she/they • 22 • I put the gem in Gemini • Sub to my YouTube channel • Nyaspromo@gmail.com 💌,Prison Realm,965,2657,125968,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
601,melanixies,"Trogium Pulsatorium, known generally as the larger pale booklouse. Novice creator. Certified GF. Adores all creatures. Yes, that includes furbies. (she/any)","Halifax, Nova Scotia",637,226,10963,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
602,Raffle34800886,"Isolated Mass incarnate
NYC tingz 💅",,1159,64,15389,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
603,djxfactorsquad1,"NEVER JUDGE A BOOK BY IT'S COVER!!! KING!BOOK DJ XFACTOR
⤵⤴⤵⤴⤵⤴⤵⤴⤵⤴⤵⤴⤵⤴⤵
 instagram @kingdjxfactor 
kingzion01@gmail.com

 (646)206-9125
#GlobalMuzik",world wide ,127,134,4359,0,"#InI Summary22✅️
.
.
.
.
Later on live @9pm
#koolyute
#OnGod
#goodness
#longisland
#onthat
#adidas
#nizza
#essentials
#aeroready
#adifly
#DjXfactor @ The Mansion at Glen Cove https://t.co/dqQ4V70tav","['InI', 'koolyute', 'OnGod', 'goodness', 'longisland', 'onthat', 'adidas', 'nizza', 'essentials', 'aeroready', 'adifly', 'DjXfactor']"
604,cd_eater,"⎾4. [+126, 0] Suga did say ""I never dissed anyone specifically. If someone feels targeted, then it's their problem"" ㅋㅋㅋㅋㅋ Yeah, don't feel targeted ㅋㅋㅋ⏌she/her",,724,828,302623,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
605,grimbarx,"💜💙 jade | 21 | they/them | black | lesbian | artist and cosplayer | ♐ |
♤: jesse 💙💜",,728,5696,126715,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
606,S0lker,He/it. I FUCKING LOVE THE BAJA GOLD MTN DEW!!!!!,I am so tired man,317,57,5472,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
607,Colie_Doodle,"💙💛💖  She/They. I’m 24, an Illustrator, and a Cartoon fanatic. 
Portfolio: https://t.co/N7gjyjomS1
SHOP: https://t.co/1qgFtD6h21",,1311,123,47397,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
608,_labeaux,chiron | 29 | they/he | black 💛 🤍 💜 🖤,"Atlanta, GA",1831,130,11189,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
609,bernolight,i luv killing and maiming (♡´౪`♡) @CHRlSBF (´▽`ʃƪ)♡,it/its ☆⌒(ゝ。∂) i: wotuichun0,307,344,50859,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
610,matchachalatte,"""Don’t cry. This is not a tragedy.”",them/they | 25 | ♿️ | 🏳️‍⚧️,806,716,30382,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
611,kenobeavfd,"bea. the world is quiet here. 29 / Black Jew / tme agender lesbian / she/her.
two detectives & a baby. I wish we could have met in some other way @swiftIesbian",abolish the ppd & sars,385,394,77622,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
612,Hexhomos,"(He/They) Art writing etc Adult, 16↑ to follow. Runeterra & Jayvik quarantine zone. 🏳️‍⚧️ Trans viktor shrine keeper / fag Jayce enjoyer.",Brazil,268,6683,21044,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
613,jazzarraye,Call me Jazz🐾29🐾They/them🐾 Just an absolute Disaster on main.  //Guest on @strqueercast & @ihopepod // published author somehow lol //日本語少し話せます。,,284,161,47657,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
614,spaceraestuck,Raiden/Blue ✧ 24 ✧ ♊︎ ✧ 🇮🇷🇺🇸 ✧ They/He/She ✧ tme ✧ happiness is stored in the 2004 card game anime ✧ commissions: CLOSED ✧ proshippers dni ✧ DONT QRT MY ART,alt prns: ve/pup/moon,354,3648,57535,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
615,kiwiety,"18 they/them  
siu made my banner and icon
she lorem on my ipsum til I dolor",,176,991,9330,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
616,ItMustBeMiranda,"BLM, 21, 💖💛💙, she/hers, 💎,        friendly, foul-mouthed, crow",Cruisin through the DOOM DAYS,459,240,17197,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
617,stegozavry,hay it's fp :^)  30/they/white || DM to commish plz || art blog @figpears ||,,293,403,6023,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
618,honey_kenz,"white autistic lesbo🌌🪐16 y/o
only post about my ocs rlly or music i like (devo, lemon demon and oingo boingo)
best friends with @_emma_liina_ :)",she/he/they🍯transmasc lesbian,29,1,1251,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
619,FangKingFury,"Hi, I’m Shosh! 🔆Artist!🔆 Currently on Invincible | Twitch Affiliate | Black. Lesbian. 25 🇯🇲 🇺🇸 📧 Danisj112@gmail.com Header: @dailyshouta views = mine",✨Transmasc✨ They/Them,2961,1365,51683,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
620,rosodiveeni,19 ^ tme ^ fem ^ sagittarius ^ basically retweet central,"they/she/he , ny/nyr/nyrs",348,316,28093,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
621,sevinite_twt,COMMISISONS CLOSED ✿ the one true vampire expert on earth ✿ proship DNI ✿ don’t qrt my art unless you’re funny ✿ my #1: @cocoabie__ 💕✿ header by @TAGASAING,HE/HIM • black • 23,483,10522,15307,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
622,adifying,@shiamuz look so good today i'm about to scream and moan and throw up,19 | 🇹🇹| any prns,1559,2065,56669,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
623,LevistusStygian,Archduke of the 5th Hell (He/Him); occasionally interpreted by his minions. (PFP @witch_planet),,234,426,8471,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
624,PTgems,"I am your scout when it comes to finding the best #nfts and #gamefi 
in the game. crypto: $ftm $avax $lqdr $boo $beenz!",,1064,1446,3682,0,"@TEENSONACID @NFTKEY This is my Grail #AstroKid, Because of its aesthetics icw the katanas. A real Acid Ninja which also give me #Adidas vibes of one of my favorite sweaters. The background completes it with matching colors of the eyes. $ftm $avax @TEENSONACID https://t.co/oSdqXwDlaz","['AstroKid', 'Adidas']"
625,shelly_draws,"I like to draw things 🌚 sometimes... || Dreamcatcher ♡ 2022.04.20 ♡ ||
× She/Her | 27 × 🇨🇴",Fagsivxs Corp🌈,534,641,167566,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
626,urbanbohemian,"Games, TTRPG, jokes, voice, food, cocktails, disco, brunch. Black, Queer, Brunch PhD | he/they | @Twitch Partner | @RivalsWaterdeep | urb@urbanbohemian.com","Washington, DC",4070,9381,224690,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
627,ipomoeaalba,27 • perpetually disgusted • any pronouns • black nb lesbian,,746,287,9650,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
628,sindibunny,li/alina they/them only - 25 - multilingual (en/dk/日本語/some fr/es) - butch tme gender complicated lesbian - black danish jew - proship dni and stop posting,Oakland⏩New Orleans,2663,886,73803,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
629,The_Narrat0r_,"They/Them, 25 , Filipino, Videogame Enthusiast, Future Teacher, Talks about almost everything (mostly geek stuff) tweets may contain 🔞 content",The Abyss,4242,373,72663,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
630,DealsUnderCost,"Follow for notifications on the latest deals and jigs on Tech, Home, Electronics, Shopping and more! | @KicksUnderCost @ClothesUndrCost @CardsUnderCost",Turn On Our Notifications!,8,110308,22918,2,"#adidas Stan Smith Primegreen Sneakers are on sale 50% off

Last sizes, click here to order-&gt; https://t.co/o29nJxQAQR ad https://t.co/y62pWG7lfh",['adidas']
631,connolly_thomas,,"Manchester, England",458,86,779,2,"Thanks to @Seanman46 for the Lendl TT top, to class fella 👍🏾 #adidas #lendl @adiFamily_ https://t.co/WJ1A6Yk7Qw","['adidas', 'lendl']"
632,CojaboBerlin,ARSENAL FC REDMEMBER #ATID occasional writer,"Wien, Österreich",2051,1645,89375,0,Welcome to the #Arsenal pre-season. #ESR #Sambi #Herzogenaurach #Adidas #Germany 🇩🇪 https://t.co/tuHXWuVe8R,"['Arsenal', 'ESR', 'Sambi', 'Herzogenaurach', 'Adidas', 'Germany']"
633,SuperSoftKnits,#SuperSoftKnits is an independent business selling #handmade knits on #ETSY. I knit #bridal #boleros #shrugs #sweaters #wedding #shawls #wraps #linen #knitwear,,17894,32492,859993,4,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @barn_burn #poshmark #fashion #style #shopmycloset #caslon #chicosdesign #adidas: https://t.co/fwjRqzEDNr https://t.co/608MqEzAGY,"['poshmark', 'fashion', 'style']"
634,NoLateRegrets,Seth • He/Him • 23 • Pan • Goth fur & circus freak extraordinaire🦇🤡🏳️‍🌈🏳️‍⚧️ • Banner: @Seokart7 • Icon: @fleetwoodbrak 🐏/🐕/🦁 16+,1312 // BLM‼️,5002,482,158233,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
635,HesbianHojo,23 | he/they| ADHD | 🇵🇷 mixed/mestize | Artist & Illustrator | Satoko & Seven Stakes Enthusiast,icon @Moosopp,684,1566,36243,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
636,ThatOneNegraux,16+ ♡ Afro-Ntv ♡ 21 ♡ TME 2S ♡ He/They ♡ Autizzy/ND/Dsbld/Dyslxc ♡ IF I DO WRONG TELL ME ♡ Org 4 #Indigevember ♡ Side:@VanNegraux ♡ Turn off RTs if needed,Proshippers / Anti-Antis DNI/F,608,6886,9971,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
637,BryantKasey3,Garner Road Basketball Club 2026 /// - @groadbballclub,,96,208,1587,24,"IT’S ALMOST GAME TIME 😤

#YouWasntWithMeShootinInTheGym  /// 🏀

#3StripesSelectBasketball #3SSBChampionships #3SSBGirls #RockHill #adidas https://t.co/mjgDl6ccjg","['YouWasntWithMeShootinInTheGym', '3StripesSelectBasketball', '3SSBChampionships', '3SSBGirls']"
638,CozyAtoZ,"Podcasts, Netflix, Knit, Crochet, Etsy Shop, Blog@ https://t.co/AESJRP4aHU. Amazon Associate (earn from qualifying purchases) Ebay, Society6 & Zazzle affiliate.","Arizona, USA",18660,30730,300917,4,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @barn_burn #poshmark #fashion #style #shopmycloset #caslon #chicosdesign #adidas: https://t.co/fwjRqzEDNr https://t.co/608MqEzAGY,"['poshmark', 'fashion', 'style']"
639,techpuppet1,,,61,57,2531,11,WHAT UP BEAUTIFUL PEOPLE! Hope everyone has a fantastic Week! Happy July 4th! #happy #love #success #sneakers #footwear #shoes #kicks #sneakerhead #fashion #skateboard #longboard #nike #adidas #gucci #brand #positivity #Mentalhealth #nft #nfts #nftart #NFTCommmunity #July4th #og https://t.co/E3GotwCuqR,"['happy', 'love', 'success', 'sneakers', 'footwear']"
640,megamanmonsta,,,22,10,59,11,WHAT UP BEAUTIFUL PEOPLE! Hope everyone has a fantastic Week! Happy July 4th! #happy #love #success #sneakers #footwear #shoes #kicks #sneakerhead #fashion #skateboard #longboard #nike #adidas #gucci #brand #positivity #Mentalhealth #nft #nfts #nftart #NFTCommmunity #July4th #og https://t.co/E3GotwCuqR,"['happy', 'love', 'success', 'sneakers', 'footwear']"
641,megamanmonsta,,,22,10,59,6,THE GHOST!👻 DK KICKS ARE NEXT LEVEL🚀 A project that delivers value in any market! 🐻 or 🐂. MINT AND RECEIVE A 1 of 1 SNEAKERS! #nft #nfts #NFTGiveaway #NFTProject #NFTCommuntiy #nftart #sneakers #adidas #nike #shoes #kicks #fashion #July4th #sneakerheads #sneakerhead #Crypto https://t.co/ACn737HBQq,[]
642,debwozney,,Fort Saskatchewan AB Canada,1799,486,18336,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #adidas #polobyralphlauren #levis: https://t.co/YtjgwUYiO5 https://t.co/GtynaufHx0,"['poshmark', 'fashion', 'style', 'shopmycloset', 'adidas', 'polobyralphlauren', 'levis']"
643,shoesthatgirl_,Taking it one day at a time #thestruggleisreal #thisisamerica,Somewhere ,539,181,4453,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #luckybrand #adidas #lee: https://t.co/uh8mxrvPsk https://t.co/5tTe5FR4As,"['poshmark', 'fashion', 'style', 'shopmycloset', 'luckybrand', 'adidas', 'lee']"
644,irisace144,,,87,6,1383,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @troymotivation #poshmark #fashion #style #shopmycloset #stadiumathletics #adidas #bobsfromskechers: https://t.co/CFqFODY3Iq https://t.co/WAf9NcdaLd,"['poshmark', 'fashion', 'style', 'shopmycloset', 'stadiumathletics', 'adidas', 'bobsfromskechers']"
645,iv2nv1908,,,676,67,901,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #ipsy #adidas #coach: https://t.co/MEFnHhPfwk https://t.co/W4wjlib3Pc,"['poshmark', 'fashion', 'style', 'shopmycloset', 'ipsy', 'adidas', 'coach']"
646,Leah88536756,,,96,43,8499,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #levis #adidas #xhilaration: https://t.co/pu9nJtcHcW https://t.co/DkTW3379C9,"['poshmark', 'fashion', 'style', 'shopmycloset', 'levis', 'adidas', 'xhilaration']"
647,sirealestatemag,"Staten Island Real Estate Properties Magazine Homes for sale in Staten Island, New Jersey & Brooklyn in print and online call for info 917 945-9382.","Staten Island, NY",173,103,2840,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #adidas #fashionnova #aceology: https://t.co/02wvbaS2wd https://t.co/YnfR20P0RI,"['poshmark', 'fashion', 'style', 'shopmycloset', 'adidas', 'fashionnova', 'aceology']"
648,posh_angela27,Sharing my love of fashion and great deals through resale on Poshmark and Mercari; dog mom; attorney; sports fan,"Atlanta, GA",67,10,221,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #adidas #zara #anntaylor: https://t.co/UB6UjwvjlR https://t.co/5Z8C6CE0wt,"['poshmark', 'fashion', 'style', 'shopmycloset', 'adidas', 'zara', 'anntaylor']"
649,Willys99411724,,,0,22,1908,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #adidas #ninewest #alfani: https://t.co/J3JwB8pEgq https://t.co/2EFuzztQm1,"['poshmark', 'fashion', 'style', 'shopmycloset', 'adidas', 'ninewest', 'alfani']"
650,pastores_g,,"Los Angeles, CA",206,40,19350,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp from @AmyRandall67 #poshmark #fashion #style #shopmycloset #adidas #rubyrox #flylow: https://t.co/W5nNvN2HGG https://t.co/9IgnNzoHry,"['poshmark', 'fashion', 'style', 'shopmycloset', 'adidas', 'rubyrox', 'flylow']"
651,UStarsse,adidas #3SSB Program ↗️✨///🏀 The Premier Travel Program in SC. Promoting the discovery of Jesus Christ through sport #StayHomeSC,South Carolina 🌙🌴,520,1321,2508,24,"IT’S ALMOST GAME TIME 😤

#YouWasntWithMeShootinInTheGym  /// 🏀

#3StripesSelectBasketball #3SSBChampionships #3SSBGirls #RockHill #adidas https://t.co/mjgDl6ccjg","['YouWasntWithMeShootinInTheGym', '3StripesSelectBasketball', '3SSBChampionships', '3SSBGirls']"
652,badgirlReezie,@girlsgottagame1 co-founder | Commentator & content creator | #BigCreatxr | @BlkGamerLeague 📧businesswithreezie1@gmail.com | badgirlreezie@girlsgottagame.org,Oklahoma ,1369,1952,85082,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
653,KicksUnderCost,The MOST Sneaker Deals Daily | Follow For Latest Promo Codes And Sales | @ClothesUndrCost | Women’s: @StylistSteals,Bookmark Our Site-,8,130350,96049,2,"#adidas Stan Smith Primegreen Sneakers are on sale 50% off

Last sizes, click here to order-&gt; https://t.co/o29nJxQAQR ad https://t.co/y62pWG7lfh",['adidas']
654,BeysKid,"Fuck you, Fuck you, You're cool, Fuck you, I'm out
https://t.co/sPH0lYILYc",smarturl.it/beyoncespirit,520,580,5916,0,"Who's ready for the new Ivy Park collection?

#Beyoncé x #IvyPark x #Adidas https://t.co/QutwkQlHxh","['Beyoncé', 'IvyPark', 'Adidas']"
655,3stripes2feet,"A different day, a different pair of Adidas.
/// #ShareYourStripes",,2265,2153,1471,2,"Davis Cup 1970
#adidas 
#vintage https://t.co/p5w7F4PxJl","['adidas', 'vintage']"
656,footlockercad,"Your Canadian connection to all things Foot Locker, House of Hoops by Foot Locker and https://t.co/zt4wa2LHZP.",Canada,231,27198,13083,0,"Keepin' it cozy &amp; simple 

Shop #Adidas from head to toe, available online &amp; in-store! 
https://t.co/vZCZfx1fKB https://t.co/ieDJ8tLAFI",['Adidas']
657,adidasalerts,"adidas Releases, Restocks, and News by @712LINKS • tweets contain affiliate links","Herzogenaurach, Germany",7,290395,48432,1,"30% OFF on #adidas US.
adidas NMD_R1.
Retail $150. Now $105 shipped.
• CELEBRATE — 30% off SITEWIDE
—&gt; https://t.co/LZbW9IdID3  #ad https://t.co/8FIBc4l8y2","['adidas', 'ad']"
658,EspleyLaura,"I only got a Twitter account for #timstwitterlisteningparty but seeing as I’m here music, art, family, /// and sunshine, all making my world turn round #ynwa","Bournemouth, England",1141,1737,9667,2,"Live forever tees are available online now! #adidas #liveforever #oasis #Adifamily 

https://t.co/PJJJs610Mo https://t.co/CeP14zEbno","['adidas', 'liveforever', 'oasis', 'Adifamily']"
659,timodaddy,#EVERYTHING ARSENAL #AFC #FOOTBALL NEWS #GYMLOVER #CRYPTOLOVER #GO GET #WAKANDAINU AND THANK ME LATER #Timodaddy4@gmail.com!!,"New York, USA",4635,5824,50541,0,#AFC at #Adidas HQ https://t.co/pPGhzQ4ya5,"['AFC', 'Adidas']"
660,prosoccerinc,"We’re your one stop shop for all things soccer! 6929 N Willow Ave STE #109 #Fresno, CA","Fresno, CA",23,234,1104,0,"In stock now: The #Adidas #Predator Edge boots from the #EdgeofDarkness Pack.

6929 N. Willow Ave. STE 109 #Fresno, CA https://t.co/eGYH8qtWcm","['Adidas', 'Predator', 'EdgeofDarkness', 'Fresno']"
661,Smithyrufc,"Two types of men. Yorkshire men, and them that want to be!. Proud dad of 4 , love the millers and all things Adidas",Rotherham,214,145,4109,0,"@stanzablade Joke pal said no insoles but gave me a voucher for 30% off next order, even questioning whether I was telling truth saying it couldn’t possibly happen with all the rigorous checks that in place !! Why would I make it up 🤔#adidas",['adidas']
662,dragos_tode,,,30,3,141,0,"#tuesday #training 
#fartlek #2min (4:45 pace) #1min (5:30)
#adidas #adizero #adios #adiospro3
#onlygoodvibes ✌🏻 https://t.co/52SK8Vt3ui","['tuesday', 'training', 'fartlek', '2min', '1min', 'adidas', 'adizero', 'adios', 'adiospro3', 'onlygoodvibes']"
663,6ixSideArsenal,🇨🇦 🇵🇹 Supporting The Arsenal since 95,"Toronto, Ontario",343,96,4590,0,.@gabrieljesus9 at #Adidas headquarters in Germany with the @Arsenal squad. https://t.co/WQPffsyik6,['Adidas']
664,BediarA,"AC Milan ❤🖤
KAC Kenitra 💚🤍",Deutschland,4996,528,2679,2,"Davis Cup 1970
#adidas 
#vintage https://t.co/p5w7F4PxJl","['adidas', 'vintage']"
665,thetrabman,"trainer inthusiast 
sell a bit on eBay",,4592,4140,893,2,"Davis Cup 1970
#adidas 
#vintage https://t.co/p5w7F4PxJl","['adidas', 'vintage']"
666,adiFamily_,"The 3 Stripe Enthusiast Community.                  
Latest pics & info on vintage, present & upcoming #adidas trainers, football kits & clothing.
Here to help.",Worldwide 🌍,163,18145,62055,2,"Thanks to @Seanman46 for the Lendl TT top, to class fella 👍🏾 #adidas #lendl @adiFamily_ https://t.co/WJ1A6Yk7Qw","['adidas', 'lendl']"
667,jngourd86,,,2121,202,4967,0,Check out what I'm selling on my @Depop shop 💸 #adidas  https://t.co/sHB9BcZY0g https://t.co/e48iI8AdaV,['adidas']
668,LavarsCollecti1,I'm a wonderful person to know,,499,130,2336,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #adidas #levis #oneill: https://t.co/ItGcQA3dlh https://t.co/zY5MbjaMBo,"['poshmark', 'fashion', 'style', 'shopmycloset', 'adidas', 'levis', 'oneill']"
669,GZafiratos,,,648,640,1168,5,@adidasrunning how about sponsoring a #Runwithadidas campaign with @CoinHuntWorld would like to see an #Adidas cubie or #Adidas #NFT #Runforcrypto with #adidasrunning &amp; #CoinHuntWorld #freetoplay #PlayToEarn #Bitcoin #Ethereum #NFTs https://t.co/XnAOFCKi0Y,"['Runwithadidas', 'Adidas']"
670,LorettaPhillips,"Life Coach, Relationship Specialist, Trauma Specialist, Trial Consultant, and Mental Health Consultant.",USA,11508,8304,12402,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #nobrand #adidas #gucci: https://t.co/cTmga0K3uy https://t.co/qz2GLmXJ25,"['poshmark', 'fashion', 'style', 'shopmycloset', 'nobrand', 'adidas', 'gucci']"
671,perspective_ne,"A professional coach and leader helping individuals, couples, and families navigate through various life challenges.","San Antonio, TX",34,8,383,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #weworewhat #adidas: https://t.co/i14ySMQq47 https://t.co/HVljCR2D2A,"['poshmark', 'fashion', 'style', 'shopmycloset', 'weworewhat', 'adidas']"
672,coil365closet,"Circle of Inspiration Lifestyle ... pivot, the COIL365 Closet offering you quality inspirational lifestyle modalities.",Online,2,2,116,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #adidas #vans #hollister: https://t.co/xiCKAylruA https://t.co/ecGNnPRydb,"['poshmark', 'fashion', 'style', 'shopmycloset', 'adidas', 'vans', 'hollister']"
673,alex_20_twh,,,191,4,34,0,So good I had to share! Check out all the items I'm loving on @Poshmarkapp #poshmark #fashion #style #shopmycloset #adidas: https://t.co/wXLrHWrkw3 https://t.co/qL0YJzawz6,"['poshmark', 'fashion', 'style', 'shopmycloset', 'adidas']"
674,annobild1,"Works for SDS, Plays footie for TFBAFC. all views are my own.",Scotland,163,221,2105,2,"Thanks to @Seanman46 for the Lendl TT top, to class fella 👍🏾 #adidas #lendl @adiFamily_ https://t.co/WJ1A6Yk7Qw","['adidas', 'lendl']"
675,lonepuddingcup,"''Heathen, I'm in Your Psyche!''| Codename: Quinny| They/Them| Biracial 🖤🤍| Alive for 22 stupid, stupid years| @jojoriozine Project Manager 👩🏽‍🎨 |",420 Idiot Boulevard,503,473,153120,670,My images for @adidas 😭 #adidas https://t.co/5PCkag1tOp,['adidas']
676,FrauVonRonn,ECT German in Kent 🇩🇪,"South East, England",230,255,507,23,"#WhyLearnGerman? German companies employ approx. 400,000 people in the UK. Knowledge of 🇩🇪 can help you get employed by &amp; excel in these companies. 🇩🇪 companies with a presence in 🇬🇧 include #Adidas, #Audi, #BMW, #Bosch, #HugoBoss, #Lufthansa, #MercedesBenz, #Siemens &amp; #Puma.",['WhyLearnGerman']
677,sripaad125,Chase nothing but Happiness. 24. YNWA,"Sircilla, India",2132,3556,59394,1,#Arsenal practice in #adidas headquarters.. manak thelsindhi thakva players aina 😁waited for #saka but every1 except him showed up for practice ahead f friendlies match with #Nuremberg .. glad atleast to see their practice so close https://t.co/hiu1xcCM7e,"['Arsenal', 'adidas', 'saka']"
678,AB_PhysEd,Educator | Coach | Philosopher | Winthrop Alumna 👩🏽‍🏫| 🌻 d r e a m . d e s i r e . i n s p i r e | #RoHiHoops | #OPESPhysEd |,"Rock Hill, SC",903,1015,18620,24,"IT’S ALMOST GAME TIME 😤

#YouWasntWithMeShootinInTheGym  /// 🏀

#3StripesSelectBasketball #3SSBChampionships #3SSBGirls #RockHill #adidas https://t.co/mjgDl6ccjg","['YouWasntWithMeShootinInTheGym', '3StripesSelectBasketball', '3SSBChampionships', '3SSBGirls']"
679,billyeva,"Trust no-one unless they earn it!!! Stop demanding respect, Respect is earned not given. love /// & casual culture. Esp, S.I Shadow Project & CP Company",County Durham,1666,405,5013,9,"Unreleased sample

#adidas #Tobacco #Gruen

These are a sample that got sold on Instagram yesterday and seen a couple in hand pics of the new red and green pairs, but these with the Trongate Spzl would have been superb 😍

#adiFamily #3stripes2soles1love https://t.co/iDHjYpo1aT","['adidas', 'Tobacco', 'Gruen']"
680,billyeva,"Trust no-one unless they earn it!!! Stop demanding respect, Respect is earned not given. love /// & casual culture. Esp, S.I Shadow Project & CP Company",County Durham,1666,405,5013,1,"Unreleased Grun samples as you can see from the last pictures thry completely changed the colourway prob for the best.
.
#adidas #adidasoriginals #adidasgrun https://t.co/aMRdT6Ph2s",[]
